Date,Close,High,Low,Open,Volume
1984-11-09,779.2000122070312,779.2000122070312,776.7999877929688,779.0,0
1984-11-12,776.0999755859375,779.0999755859375,776.0999755859375,777.5999755859375,0
1984-11-13,778.4000244140625,778.5,776.0,776.5,0
1984-11-14,778.4000244140625,778.4000244140625,776.0999755859375,777.2000122070312,0
1984-11-15,779.7999877929688,780.4000244140625,778.5,779.4000244140625,0
1984-11-16,782.5,782.7999877929688,780.2999877929688,780.2999877929688,0
1984-11-19,775.0999755859375,781.7999877929688,774.4000244140625,781.7999877929688,0
1984-11-20,771.2000122070312,774.7000122070312,771.0,774.7000122070312,0
1984-11-21,774.2999877929688,774.2999877929688,772.0,772.0,0
1984-11-22,772.7000122070312,774.7000122070312,772.7000122070312,774.0,0
1984-11-23,770.0999755859375,772.7000122070312,769.7999877929688,772.7000122070312,0
1984-11-26,765.5999755859375,770.5999755859375,765.5999755859375,770.4000244140625,0
1984-11-27,752.5,765.5,751.5,765.5,0
1984-11-28,751.2000122070312,752.7000122070312,749.2999877929688,752.5999755859375,0
1984-11-29,745.2999877929688,750.9000244140625,745.2999877929688,750.9000244140625,0
1984-11-30,749.0,749.0,743.5999755859375,744.7999877929688,0
1984-12-03,740.0999755859375,748.9000244140625,739.7000122070312,748.5999755859375,0
1984-12-04,737.7000122070312,741.2999877929688,736.9000244140625,740.0999755859375,0
1984-12-05,737.5999755859375,739.5,736.7999877929688,738.2000122070312,0
1984-12-06,727.2000122070312,737.4000244140625,727.0999755859375,737.4000244140625,0
1984-12-07,726.0999755859375,727.2000122070312,724.2999877929688,726.9000244140625,0
1984-12-10,724.2000122070312,726.4000244140625,722.9000244140625,726.4000244140625,0
1984-12-11,724.0,725.5,724.0,724.2000122070312,0
1984-12-12,721.2000122070312,724.5999755859375,721.2000122070312,723.5,0
1984-12-13,716.4000244140625,721.2999877929688,715.2000122070312,721.2999877929688,0
1984-12-14,718.7000122070312,720.0999755859375,716.4000244140625,716.4000244140625,0
1984-12-17,718.7000122070312,718.7000122070312,718.7000122070312,718.7000122070312,0
1984-12-18,718.7000122070312,720.0999755859375,716.4000244140625,716.4000244140625,0
1984-12-19,718.0999755859375,719.7999877929688,708.7999877929688,708.7999877929688,0
1984-12-20,717.7000122070312,718.2999877929688,715.7000122070312,718.2999877929688,0
1984-12-21,719.7000122070312,719.7999877929688,717.2999877929688,717.5,0
1984-12-24,723.2000122070312,723.5999755859375,720.0,720.0,0
1984-12-27,724.4000244140625,725.7999877929688,722.0999755859375,723.2000122070312,0
1984-12-28,726.0999755859375,726.0999755859375,723.5999755859375,724.4000244140625,0
1985-01-02,729.0,729.0,724.7000122070312,725.0999755859375,0
1985-01-03,726.5,729.0,725.7000122070312,729.0,0
1985-01-04,721.4000244140625,726.5,720.9000244140625,726.5,0
1985-01-07,715.2000122070312,721.0,715.2000122070312,721.0,0
1985-01-08,718.2999877929688,718.2999877929688,717.0999755859375,717.5999755859375,0
1985-01-09,715.5999755859375,718.2999877929688,715.2999877929688,718.2999877929688,0
1985-01-10,723.0999755859375,723.0999755859375,715.9000244140625,715.9000244140625,0
1985-01-11,730.7000122070312,731.0,723.7000122070312,723.7000122070312,0
1985-01-14,734.0,734.5999755859375,730.5,730.7000122070312,0
1985-01-15,734.7999877929688,735.7000122070312,734.0,734.0999755859375,0
1985-01-16,734.2999877929688,734.7999877929688,732.2999877929688,734.7999877929688,0
1985-01-17,739.5,739.5,734.2000122070312,734.2000122070312,0
1985-01-18,746.0,746.4000244140625,739.5999755859375,739.5999755859375,0
1985-01-21,750.5999755859375,752.2000122070312,746.2000122070312,746.2000122070312,0
1985-01-22,756.0999755859375,759.2000122070312,750.9000244140625,750.9000244140625,0
1985-01-23,757.9000244140625,757.9000244140625,754.7999877929688,756.5,0
1985-01-24,753.2999877929688,758.7000122070312,753.0999755859375,758.5,0
1985-01-25,755.5,755.5,753.0,753.9000244140625,0
1985-01-29,758.0999755859375,758.0999755859375,754.9000244140625,754.9000244140625,0
1985-01-30,763.4000244140625,763.4000244140625,758.2999877929688,758.2999877929688,0
1985-01-31,773.4000244140625,773.5,764.4000244140625,764.4000244140625,0
1985-02-01,772.4000244140625,774.7000122070312,771.9000244140625,772.9000244140625,0
1985-02-04,767.7000122070312,771.5,767.7000122070312,771.2999877929688,0
1985-02-05,772.0999755859375,772.0999755859375,766.7999877929688,766.7999877929688,0
1985-02-06,777.5,777.5,772.4000244140625,772.4000244140625,0
1985-02-07,777.7000122070312,779.2999877929688,777.5999755859375,777.9000244140625,0
1985-02-08,772.5999755859375,778.2000122070312,772.2999877929688,778.2000122070312,0
1985-02-11,765.2000122070312,772.2000122070312,764.7999877929688,772.2000122070312,0
1985-02-12,767.7000122070312,768.2999877929688,764.9000244140625,767.5999755859375,0
1985-02-13,773.9000244140625,774.2000122070312,768.2000122070312,771.2000122070312,0
1985-02-14,785.4000244140625,785.5,775.4000244140625,775.4000244140625,0
1985-02-15,786.2999877929688,787.7999877929688,784.7999877929688,786.2999877929688,0
1985-02-18,790.5,790.7000122070312,785.7999877929688,788.2000122070312,0
1985-02-19,795.2999877929688,795.4000244140625,790.2000122070312,792.7999877929688,0
1985-02-20,798.9000244140625,802.0999755859375,798.0,800.0,0
1985-02-21,795.5999755859375,801.0,794.7999877929688,797.9000244140625,0
1985-02-22,785.7999877929688,791.9000244140625,784.5999755859375,788.2999877929688,0
1985-02-25,787.2999877929688,787.7000122070312,783.5999755859375,785.5999755859375,0
1985-02-26,778.5,784.5,777.7999877929688,781.0999755859375,0
1985-02-27,786.7999877929688,787.0999755859375,778.4000244140625,782.7000122070312,0
1985-02-28,792.2999877929688,792.7000122070312,786.9000244140625,789.7999877929688,0
1985-03-01,790.2999877929688,792.4000244140625,789.2999877929688,790.9000244140625,0
1985-03-04,796.0999755859375,796.5999755859375,791.0,793.7999877929688,0
1985-03-05,796.4000244140625,796.4000244140625,796.4000244140625,796.4000244140625,0
1985-03-06,795.2999877929688,795.2999877929688,795.2999877929688,795.2999877929688,0
1985-03-07,797.7000122070312,799.4000244140625,797.4000244140625,798.4000244140625,0
1985-03-08,788.0999755859375,796.2999877929688,787.9000244140625,792.0999755859375,0
1985-03-11,783.9000244140625,787.0,783.0999755859375,785.0999755859375,0
1985-03-12,784.0999755859375,784.0999755859375,781.7000122070312,782.9000244140625,0
1985-03-13,787.4000244140625,788.5,784.9000244140625,786.7000122070312,0
1985-03-14,789.0,789.2999877929688,785.2000122070312,787.2999877929688,0
1985-03-15,794.4000244140625,795.4000244140625,789.7000122070312,792.5999755859375,0
1985-03-18,790.2999877929688,794.0999755859375,790.0,792.0999755859375,0
1985-03-19,793.7999877929688,794.2999877929688,791.7999877929688,793.0999755859375,0
1985-03-20,802.5999755859375,805.4000244140625,800.2000122070312,802.7999877929688,0
1985-03-21,802.2999877929688,802.4000244140625,799.2999877929688,800.9000244140625,0
1985-03-22,810.7999877929688,810.9000244140625,802.5,802.5,0
1985-03-25,821.2000122070312,821.2000122070312,813.2999877929688,817.0,0
1985-03-26,817.9000244140625,819.2000122070312,817.4000244140625,818.2999877929688,0
1985-03-27,826.5,826.9000244140625,819.5999755859375,823.5,0
1985-03-28,825.9000244140625,829.0999755859375,823.7000122070312,826.9000244140625,0
1985-03-29,829.7000122070312,829.7000122070312,825.4000244140625,827.5999755859375,0
1985-04-01,828.5,829.5999755859375,828.0,828.7999877929688,0
1985-04-02,828.9000244140625,830.7000122070312,827.7000122070312,828.9000244140625,0
1985-04-03,837.5999755859375,837.9000244140625,829.9000244140625,833.9000244140625,0
1985-04-04,842.0,842.4000244140625,839.0999755859375,840.7999877929688,0
1985-04-09,842.0,842.4000244140625,839.0999755859375,840.7999877929688,0
1985-04-10,853.2000122070312,853.7000122070312,846.2999877929688,846.2999877929688,0
1985-04-11,863.2000122070312,864.0999755859375,855.2999877929688,859.7000122070312,0
1985-04-12,864.0,869.2000122070312,863.0999755859375,866.2000122070312,0
1985-04-15,857.7999877929688,863.4000244140625,856.2000122070312,859.7999877929688,0
1985-04-16,859.0,859.2999877929688,857.5,858.4000244140625,0
1985-04-17,853.4000244140625,859.2000122070312,853.0,856.0999755859375,0
1985-04-18,856.2999877929688,856.7999877929688,852.7999877929688,854.7999877929688,0
1985-04-19,848.7000122070312,854.5999755859375,848.5999755859375,851.5999755859375,0
1985-04-22,848.5999755859375,849.0,846.5,847.7000122070312,0
1985-04-23,859.9000244140625,860.0,850.2000122070312,855.0999755859375,0
1985-04-24,871.5,871.5999755859375,863.7999877929688,867.7000122070312,0
1985-04-26,871.5,871.5,871.5,871.5,0
1985-04-29,868.7000122070312,873.9000244140625,867.7000122070312,870.7999877929688,0
1985-04-30,874.7000122070312,875.2000122070312,868.5,871.7999877929688,0
1985-05-01,873.9000244140625,877.2000122070312,873.0,875.0999755859375,0
1985-05-02,863.4000244140625,872.0,862.2000122070312,867.0999755859375,0
1985-05-03,866.2000122070312,867.2999877929688,861.5,864.4000244140625,0
1985-05-06,875.4000244140625,876.0999755859375,866.7999877929688,871.4000244140625,0
1985-05-07,879.5999755859375,880.2999877929688,874.7000122070312,877.5,0
1985-05-08,889.5999755859375,890.0,880.5,885.2000122070312,0
1985-05-09,889.0,892.7999877929688,887.7000122070312,890.2000122070312,0
1985-05-10,884.2000122070312,886.4000244140625,881.4000244140625,883.9000244140625,0
1985-05-13,892.7000122070312,892.7999877929688,884.2999877929688,888.5,0
1985-05-14,898.4000244140625,900.7000122070312,895.5,898.0999755859375,0
1985-05-15,895.2000122070312,898.2000122070312,893.4000244140625,895.7999877929688,0
1985-05-16,902.7000122070312,903.0,894.9000244140625,898.9000244140625,0
1985-05-17,902.7000122070312,902.7000122070312,902.7000122070312,902.7000122070312,0
1985-05-20,904.5999755859375,905.2000122070312,901.7999877929688,903.5,0
1985-05-21,898.0,903.2000122070312,897.0999755859375,900.0999755859375,0
1985-05-22,888.2999877929688,897.9000244140625,887.7000122070312,892.7999877929688,0
1985-05-23,887.4000244140625,887.7999877929688,886.0999755859375,886.9000244140625,0
1985-05-24,873.2999877929688,883.0,872.7000122070312,872.7000122070312,0
1985-05-27,878.7000122070312,882.5,877.9000244140625,880.2000122070312,0
1985-05-28,881.9000244140625,885.0999755859375,878.7000122070312,881.9000244140625,0
1985-05-29,878.0999755859375,883.0999755859375,876.7000122070312,879.9000244140625,0
1985-05-30,874.5,878.7000122070312,874.0999755859375,876.4000244140625,0
1985-05-31,873.5,874.0999755859375,871.2999877929688,872.7000122070312,0
1985-06-03,872.2999877929688,874.0999755859375,871.5,872.7999877929688,0
1985-06-04,861.2999877929688,871.7999877929688,859.2999877929688,865.5,0
1985-06-05,853.7999877929688,860.4000244140625,852.5999755859375,856.5,0
1985-06-06,858.2999877929688,858.5,854.9000244140625,856.7000122070312,0
1985-06-07,858.2999877929688,858.9000244140625,856.5999755859375,857.7000122070312,0
1985-06-11,858.2999877929688,858.9000244140625,856.5999755859375,857.7000122070312,0
1985-06-12,854.5,857.5999755859375,854.4000244140625,856.0,0
1985-06-13,847.0,853.9000244140625,846.7999877929688,850.2999877929688,0
1985-06-14,840.0999755859375,845.7000122070312,838.7000122070312,842.2000122070312,0
1985-06-17,841.5,844.0,840.9000244140625,842.4000244140625,0
1985-06-18,840.2000122070312,841.5,838.5,840.0,0
1985-06-19,851.5,851.5999755859375,842.4000244140625,847.0,0
1985-06-20,854.2000122070312,854.2999877929688,848.2000122070312,851.2000122070312,0
1985-06-21,853.7999877929688,854.5,852.4000244140625,853.4000244140625,0
1985-06-24,857.2000122070312,858.2000122070312,854.4000244140625,856.2999877929688,0
1985-06-25,860.5999755859375,861.0,855.7999877929688,858.4000244140625,0
1985-06-26,862.0,863.2000122070312,861.5,862.2999877929688,0
1985-06-27,861.5999755859375,862.7999877929688,861.0,861.9000244140625,0
1985-06-28,860.7999877929688,861.7999877929688,859.0,860.4000244140625,0
1985-07-01,860.2000122070312,861.0,858.7000122070312,859.7999877929688,0
1985-07-02,860.7000122070312,860.7999877929688,857.0999755859375,858.9000244140625,0
1985-07-03,869.9000244140625,869.9000244140625,861.5999755859375,865.7000122070312,0
1985-07-04,874.7000122070312,874.7999877929688,869.7999877929688,872.2999877929688,0
1985-07-05,882.2000122070312,882.5,874.2999877929688,878.4000244140625,0
1985-07-08,897.0,897.0999755859375,884.2000122070312,890.5999755859375,0
1985-07-09,902.2000122070312,902.4000244140625,897.2999877929688,899.7999877929688,0
1985-07-10,905.9000244140625,907.5999755859375,903.2000122070312,905.4000244140625,0
1985-07-11,907.5,908.2000122070312,903.4000244140625,906.0,0
1985-07-12,908.5999755859375,909.5,903.7000122070312,906.5999755859375,0
1985-07-15,903.2999877929688,908.7999877929688,903.0999755859375,905.9000244140625,0
1985-07-16,902.5999755859375,902.7999877929688,899.2000122070312,901.0,0
1985-07-17,912.7999877929688,913.0999755859375,904.0,908.5,0
1985-07-18,922.4000244140625,923.7999877929688,916.4000244140625,920.0999755859375,0
1985-07-19,920.2000122070312,921.4000244140625,918.9000244140625,920.0999755859375,0
1985-07-22,926.2999877929688,926.5999755859375,920.7999877929688,923.7000122070312,0
1985-07-23,933.7000122070312,934.4000244140625,926.9000244140625,930.5999755859375,0
1985-07-24,935.7000122070312,935.7000122070312,933.7000122070312,934.7000122070312,0
1985-07-25,941.2000122070312,941.2999877929688,935.5,938.4000244140625,0
1985-07-26,934.5999755859375,941.9000244140625,934.4000244140625,938.0999755859375,0
1985-07-29,934.7000122070312,942.7000122070312,931.9000244140625,937.2999877929688,0
1985-07-30,933.2000122070312,935.7999877929688,932.9000244140625,934.2999877929688,0
1985-07-31,936.0999755859375,936.2000122070312,930.7999877929688,933.5,0
1985-08-01,939.7999877929688,940.2999877929688,937.5,938.9000244140625,0
1985-08-02,936.7000122070312,940.0,936.0999755859375,938.0,0
1985-08-05,940.5,941.4000244140625,936.5,938.9000244140625,0
1985-08-06,937.0999755859375,940.7000122070312,936.9000244140625,938.7999877929688,0
1985-08-07,931.7999877929688,933.9000244140625,929.5,931.7000122070312,0
1985-08-08,935.0999755859375,935.2000122070312,932.5,933.7999877929688,0
1985-08-09,941.7000122070312,942.0,936.0999755859375,939.0,0
1985-08-12,949.7000122070312,949.7000122070312,944.5999755859375,947.0999755859375,0
1985-08-13,954.2000122070312,954.7000122070312,949.0,951.7999877929688,0
1985-08-14,956.4000244140625,957.5999755859375,954.2000122070312,955.9000244140625,0
1985-08-15,956.9000244140625,957.2000122070312,953.5999755859375,955.4000244140625,0
1985-08-16,956.0999755859375,956.0999755859375,956.0999755859375,956.0999755859375,0
1985-08-19,954.2000122070312,956.2999877929688,953.0999755859375,954.7000122070312,0
1985-08-20,955.9000244140625,956.2000122070312,952.7999877929688,954.5,0
1985-08-21,956.5999755859375,956.9000244140625,954.9000244140625,955.9000244140625,0
1985-08-22,954.0,958.0999755859375,953.2000122070312,955.5999755859375,0
1985-08-23,945.2000122070312,952.5999755859375,944.2000122070312,948.4000244140625,0
1985-08-26,941.7999877929688,945.0,941.2999877929688,943.0999755859375,0
1985-08-27,942.0,942.2999877929688,940.2999877929688,941.2999877929688,0
1985-08-28,946.9000244140625,947.7999877929688,942.0999755859375,944.9000244140625,0
1985-08-29,945.7999877929688,948.9000244140625,945.5999755859375,947.2000122070312,0
1985-08-30,937.7999877929688,944.5,936.4000244140625,940.4000244140625,0
1985-09-02,937.2000122070312,938.0,936.4000244140625,937.2000122070312,0
1985-09-03,937.2999877929688,938.5999755859375,936.7000122070312,937.5999755859375,0
1985-09-04,934.4000244140625,936.4000244140625,927.5,931.9000244140625,0
1985-09-05,934.4000244140625,936.4000244140625,927.5,931.9000244140625,0
1985-09-06,943.4000244140625,943.7999877929688,938.0,940.9000244140625,0
1985-09-09,955.0,955.0999755859375,943.0999755859375,949.0999755859375,0
1985-09-10,956.0,956.0999755859375,954.0,955.0,0
1985-09-11,956.0,956.0999755859375,954.0,955.0,0
1985-09-12,955.2999877929688,955.2999877929688,955.2999877929688,955.2999877929688,0
1985-09-13,963.2999877929688,963.4000244140625,956.4000244140625,959.9000244140625,0
1985-09-16,963.2999877929688,964.0,961.2000122070312,962.5999755859375,0
1985-09-17,962.0,963.9000244140625,960.9000244140625,962.4000244140625,0
1985-09-18,945.4000244140625,959.9000244140625,944.4000244140625,952.0999755859375,0
1985-09-19,943.2000122070312,944.0999755859375,936.5,940.2999877929688,0
1985-09-20,945.7000122070312,945.7000122070312,939.9000244140625,942.7999877929688,0
1985-09-23,959.5999755859375,959.7999877929688,946.7000122070312,953.2000122070312,0
1985-09-24,960.7999877929688,965.5,960.2999877929688,962.9000244140625,0
1985-09-25,961.2999877929688,961.5,957.5,959.5,0
1985-09-26,971.7000122070312,972.5,959.9000244140625,966.2000122070312,0
1985-09-27,980.5,980.5999755859375,968.5999755859375,974.5999755859375,0
1985-09-30,987.0,988.0,979.0,983.5,0
1985-10-01,994.2000122070312,994.7000122070312,989.2999877929688,992.0,0
1985-10-02,1009.2000122070312,1012.5,996.7999877929688,1004.5999755859375,0
1985-10-03,1006.5,1009.4000244140625,1004.5999755859375,1007.0,0
1985-10-04,1011.9000244140625,1011.9000244140625,1005.9000244140625,1008.9000244140625,0
1985-10-07,1017.0,1018.7999877929688,1003.7999877929688,1011.2999877929688,0
1985-10-08,1017.5999755859375,1017.7000122070312,1013.2000122070312,1014.2000122070312,0
1985-10-09,1023.5999755859375,1023.5999755859375,1016.7000122070312,1017.0,0
1985-10-10,1035.199951171875,1036.800048828125,1024.4000244140625,1030.5999755859375,0
1985-10-11,1033.4000244140625,1034.699951171875,1032.5,1033.5999755859375,0
1985-10-14,1036.5,1036.5,1034.0999755859375,1035.300048828125,0
1985-10-15,1030.800048828125,1036.0,1029.4000244140625,1032.699951171875,0
1985-10-16,1033.9000244140625,1035.0,1026.4000244140625,1030.699951171875,0
1985-10-17,1034.0,1038.699951171875,1033.4000244140625,1035.199951171875,0
1985-10-18,1035.199951171875,1035.5,1031.199951171875,1033.300048828125,0
1985-10-21,1040.800048828125,1041.5999755859375,1033.800048828125,1037.699951171875,0
1985-10-22,1042.4000244140625,1042.800048828125,1041.300048828125,1041.4000244140625,0
1985-10-23,1046.0,1046.0999755859375,1042.5,1044.300048828125,0
1985-10-24,1051.699951171875,1051.800048828125,1046.0999755859375,1046.0999755859375,0
1985-10-25,1052.0999755859375,1052.699951171875,1049.199951171875,1050.9000244140625,0
1985-10-28,1045.5999755859375,1051.300048828125,1044.699951171875,1048.0,0
1985-10-29,1032.5999755859375,1045.300048828125,1032.5,1045.300048828125,0
1985-10-30,1045.5999755859375,1051.300048828125,1044.699951171875,1048.0,0
1985-10-31,1027.0,1028.9000244140625,1025.0,1026.9000244140625,0
1985-11-01,1045.5999755859375,1051.300048828125,1044.699951171875,1048.0,0
1985-11-04,1015.5,1015.5,1007.2000122070312,1011.2999877929688,0
1985-11-05,1014.5999755859375,1016.2999877929688,1012.2000122070312,1014.7999877929688,0
1985-11-06,1005.7999877929688,1014.5,1005.7999877929688,1012.0,0
1985-11-07,1002.0,1003.5,1000.0999755859375,1001.7999877929688,0
1985-11-08,1012.4000244140625,1013.0,1001.0999755859375,1007.0,0
1985-11-11,1031.5999755859375,1031.5999755859375,1011.7999877929688,1012.4000244140625,0
1985-11-12,1031.5999755859375,1031.5999755859375,1011.7999877929688,1012.4000244140625,0
1985-11-13,1010.2999877929688,1023.2000122070312,1010.2999877929688,1023.2000122070312,0
1985-11-14,1009.9000244140625,1011.2000122070312,1000.5,1008.0,0
1985-11-15,1003.5,1009.5,1002.5,1009.5,0
1985-11-18,995.2999877929688,1003.2000122070312,995.2000122070312,1003.2000122070312,0
1985-11-19,983.9000244140625,991.7999877929688,983.9000244140625,987.7999877929688,0
1985-11-20,986.4000244140625,992.2999877929688,984.0,984.0,0
1985-11-21,984.2999877929688,987.7999877929688,983.0999755859375,986.4000244140625,0
1985-11-22,991.9000244140625,991.9000244140625,984.2999877929688,988.0999755859375,0
1985-11-25,1000.2000122070312,1000.4000244140625,991.5,995.9000244140625,0
1985-11-26,996.4000244140625,1002.0999755859375,996.2000122070312,999.0999755859375,0
1985-11-27,994.5999755859375,996.0,991.9000244140625,996.0,0
1985-11-28,991.5,996.0999755859375,989.4000244140625,995.4000244140625,0
1985-11-29,990.7000122070312,991.7000122070312,987.5999755859375,991.7000122070312,0
1985-12-02,988.2000122070312,991.5,985.5999755859375,985.5999755859375,0
1985-12-03,986.7000122070312,989.0999755859375,985.7000122070312,987.4000244140625,0
1985-12-04,987.5999755859375,988.7999877929688,986.5999755859375,987.7000122070312,0
1985-12-05,986.2000122070312,988.2000122070312,983.7999877929688,987.2000122070312,0
1985-12-06,984.2999877929688,986.5999755859375,983.7000122070312,985.0999755859375,0
1985-12-09,985.7999877929688,985.7999877929688,980.7000122070312,983.7000122070312,0
1985-12-10,980.7999877929688,985.4000244140625,979.2000122070312,982.2999877929688,0
1985-12-11,980.7000122070312,982.5,978.5,980.7999877929688,0
1985-12-12,977.7000122070312,980.7999877929688,976.0999755859375,980.7999877929688,0
1985-12-13,976.0,977.5,974.7999877929688,977.0999755859375,0
1985-12-16,974.7999877929688,976.7999877929688,974.7999877929688,976.0,0
1985-12-17,980.5,980.5999755859375,974.7999877929688,974.9000244140625,0
1985-12-18,986.0,986.5,979.7999877929688,980.5999755859375,0
1985-12-19,987.0,987.5999755859375,985.2999877929688,986.4000244140625,0
1985-12-20,986.5999755859375,987.4000244140625,985.7999877929688,986.5999755859375,0
1985-12-23,986.5999755859375,987.4000244140625,985.7999877929688,986.5999755859375,0
1985-12-24,994.4000244140625,994.9000244140625,990.5999755859375,991.5999755859375,0
1985-12-27,997.2000122070312,999.0999755859375,993.7000122070312,993.7999877929688,0
1985-12-30,1001.5999755859375,1001.5999755859375,997.0999755859375,997.2000122070312,0
1985-12-31,1003.7999877929688,1003.7999877929688,1001.2999877929688,1001.7000122070312,0
1986-01-02,1010.7999877929688,1010.9000244140625,1003.2999877929688,1003.4000244140625,0
1986-01-03,1020.4000244140625,1021.0,1010.7999877929688,1015.9000244140625,0
1986-01-06,1028.0,1028.5999755859375,1020.2999877929688,1020.2999877929688,0
1986-01-07,1032.4000244140625,1032.699951171875,1027.5,1028.0,0
1986-01-08,1041.5999755859375,1042.699951171875,1034.5999755859375,1034.699951171875,0
1986-01-09,1043.9000244140625,1045.0,1040.300048828125,1041.4000244140625,0
1986-01-10,1044.199951171875,1046.4000244140625,1043.199951171875,1044.0,0
1986-01-13,1051.0999755859375,1051.0999755859375,1044.300048828125,1047.699951171875,0
1986-01-14,1048.9000244140625,1051.9000244140625,1047.5,1051.199951171875,0
1986-01-15,1050.5,1050.5999755859375,1046.4000244140625,1048.199951171875,0
1986-01-16,1060.9000244140625,1060.9000244140625,1051.699951171875,1051.699951171875,0
1986-01-17,1066.699951171875,1066.800048828125,1062.199951171875,1062.199951171875,0
1986-01-20,1065.5999755859375,1066.5,1063.699951171875,1066.300048828125,0
1986-01-21,1067.699951171875,1068.199951171875,1064.0,1066.0999755859375,0
